date,bank,useful_count,rating,review,sentiment
"Feb 06, 2020",Axis Bank,1,4,I have been maintaining my salary account with AXIS bank for more than 5 years. There is no need to maintain a minimum balance but certain hidden charge are applicable in this account. ATM and branch's are near from my place. Mobile app and net banking are user friendly to access.,positive
"Feb 06, 2020",HDFC Bank,0,5,I am using HDFC Bank saving account for the past 2 years .I am using net banking service as well as mobile banking service both are very user friendly and i am using these service for paying credit card bill payment as well as money transfer. Overall am satisfied with the service .,positive
"Feb 06, 2020",Citibank,2,5,I am holding a salary account in CITI  for more than 5 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branch's services are good.,positive
"Feb 06, 2020",SBI,0,5,I have been holding an account for a saving with SBI for more than 10 years. There is no hidden charges in this bank and i have to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions.,positive
"Feb 06, 2020",HDFC Bank,0,5,"I am using HDFC Bank savings account. This is a salary cums savings, so no need to maintain minimum balance. Whenever i do cash withdrawal, am getting alert messages. Mobile application and Internet banking was good, customer service was fine.",positive
"Feb 05, 2020",HDFC Bank,0,4,My salary account is maintained in HDFC bank for the past 6 years. I use to get offer message from this bank for both loan and credit card. No need to maintain a minimum balance also.  There is no ATM charge in this bank. I use to get offers message for other products as well. Overall its good service.,positive
"Feb 05, 2020",SBI,0,4,I am having a saving account with SBI for more than 8 years. Need to maintain a minimum balance of 5K. I use to get alert message on time whenever I do a transaction. There is ATM charges on monthly basis. So far no issue by holding an account with this bank.,positive
"Feb 04, 2020",Canara Bank,1,3,I had opened a saving account with CANARA Bank for my personal need. But in my home town there is only one ATM machine is available and the customer support is not good response. Due to this reason I am not using much and also I am not getting any offers. Generally I use to maintain 400 rupees in my account.,neutral
"Feb 04, 2020",SBI,0,5,I am holding saving come salary account with SBI for the past 30 years. There is no any hidden charges in this account. But I need to maintain a minimum balance of 3500K. Nowadays I am not getting alert message only for some time receiving from their end. I use to get card offer messages but once I had applied its not applicable to process further.,positive
"Feb 03, 2020",Axis Bank,1,3,I have been  using AXIS bank saving account for more than 3 years. They need to improve their service which is not good. Because if I raise any query and regarding for cheque I wont get proper solution from bank end. I am using mobile app and net banking both are user friendly to access. Only ATMs are near from my place.,neutral
"Feb 03, 2020",Kotak,0,5,"I am holding saving account with Kotak Bank more than 3.5 years. Mobile application is user friendly and is it very useful to view the statement and fund transactions. There is no charges for debit card. ATMs are not  sufficient, very less and i need not to maintain minimum balance. Bank executive response is good.",positive
"Feb 03, 2020",Axis Bank,0,5,I have been using AXIS bank saving account for more than 4 years. No need to maintain a minimum balance on this account. I am using both net banking and mobile app both are user friendly to access. I use to get offers message from their end. There are many ATMs and branches are avail in my city.,positive
"Feb 03, 2020",Kotak,1,4,"I have been using savings account with Kotak for quite long time. I am maintaining minimum balance of 20k and their  service was good. If i withdrawn cash getting alert messages and they provided a debit card which can be used only in India, overall service was good.",positive
"Feb 02, 2020",IDBI,5,4.5,I am holding saving account with IDBI for more than 2 years. Mobile application is user friendly and is it very useful to view the statement and fund transactions. There is no charges for debit card. ATMs are very sufficient. Bank executive response is good.,positive
